CA,1,388231.33801882237,0.0
CA,2,393048.04126447876,0.0
CA,3,404955.84887789574,0.0
CA,4,421881.82993484556,0.0
CA,5,434650.3546090734,0.0
CA,6,445057.55930260615,0.0
CA,7,451924.00675675675,0.0
CA,8,454318.62759411195,0.0
CA,9,457152.840492278,0.0
CA,10,459145.13712596527,0.0
CA,11,464446.10515202704,0.0
CA,12,468865.35340250965,0.0
CA,13,473967.5003619691,0.0
CA,14,481249.4946911197,0.0
CA,15,492699.7199565637,0.0
CA,16,503177.4991554054,0.0
CA,17,512887.0680501931,0.0
CA,18,524802.5523648649,0.0
CA,19,532931.9851592664,0.0
CA,20,539718.9023889961,0.0
CA,21,544499.7486727799,0.0
CA,22,545081.5534507722,0.0
CA,23,546269.8202220077,0.0
CA,24,545806.816722973,0.0
CA,25,542200.888996139,0.0
CA,26,542631.4692326254,0.0
CA,27,549216.5275096525,0.0
CA,28,553811.8536438224,0.0
CA,29,558065.1449083012,0.0
CA,30,560960.2560328186,0.0
CA,31,560604.8988899614,0.0
CA,32,556921.9989140927,0.0
CA,33,554336.4948117761,0.0
CA,34,549556.3026061776,0.0
CA,35,544871.1936534749,0.0
CA,36,542366.7706322394,0.0
CA,37,541314.9773166024,0.0
CA,38,539042.1952220077,0.0
CA,39,539928.505550193,0.0
CA,40,543892.8424227799,0.0
CA,41,549955.0618967181,0.0
CA,42,551708.5209942085,0.0
CA,43,550524.5424710425,0.0
CA,44,547132.9880550193,0.0
CA,45,533072.5810810811,0.0
CA,46,525120.6796573359,0.0
CA,47,517761.31768822396,0.0
CA,48,512420.63380791503,0.0
CA,49,502444.65781853284,0.0
CA,50,499637.7388996139,0.0
CA,51,493370.42923503864,0.0
CA,52,488391.23178088805,0.0
CA,53,482318.8065878378,0.0
CA,54,478329.78885135136,0.0
CA,55,471326.22701496136,0.0
CA,56,463603.1385135135,0.0
CA,57,456578.56696428574,0.0
CA,58,446107.7491554054,465693.5366795367
CA,59,432664.86094353284,453401.7297297297
CA,60,423887.6993243243,443264.03474903473
CA,61,411228.2006515444,437796.5945945946
CA,62,401245.12454753864,432980.50965250965
CA,63,394895.40579753864,427482.2355212355
CA,64,391702.9378619691,427037.95366795367
CA,65,394593.6690999035,431931.3204633205
CA,66,397582.8036619208,430447.33976833976
CA,67,398029.2438465251,429238.52123552124
CA,68,394935.4434423263,426791.3127413127
CA,69,393061.3420608108,430635.9305019305
CA,70,392346.48244449805,425753.3436293436
CA,71,389972.3204633205,421479.8494208494
CA,72,387076.85804777994,422605.67181467183
CA,73,381243.8149734556,418071.4285714286
CA,74,379897.0514599421,417812.2393822394
CA,75,384117.9189792471,412581.2393822394
CA,76,389055.3745173745,414571.49034749035
CA,77,390177.12771476834,418498.3204633205
CA,78,392439.00319739385,415829.9266409266
CA,79,396771.23986486485,413337.4285714286
CA,80,393875.4524010618,412485.0694980695
CA,81,389420.7208011583,407411.9343629344
CA,82,384248.4533663127,407283.9111969112
CA,83,384000.40275096527,405045.12355212355
CA,84,378439.7629705598,397466.00386100385
CA,85,372740.3131334459,393790.84555984556
CA,86,366331.96654802124,395347.9111969112
CA,87,370471.7097611004,394014.6447876448
CA,88,373553.94666988414,391449.85714285716
CA,89,376496.0769787645,394969.14285714284
CA,90,378691.4087234556,395898.3127413127
CA,91,386338.85780646716,396130.33204633207
CA,92,380826.25343870657,393882.7413127413
CA,93,375160.0308880309,388608.96525096527
CA,94,366109.30477799225,385575.14285714284
CA,95,362265.1998069498,384418.1274131274
CA,96,359618.69057673746,379621.52123552124
CA,97,355739.2243001931,379257.2355212355
CA,98,353088.9042591699,379639.35135135136
CA,99,356374.9356298263,386460.1621621622
CA,100,367024.8054717664,393886.7915057915
CA,101,374430.99200651544,403759.50965250965
CA,102,381993.9666988417,410399.2277992278
CA,103,384539.0983349421,414495.58687258686
CA,104,386134.49288127414,419710.444015444
CA,105,385978.34282999515,421587.46718146716
CA,106,390875.7418255309,423954.9691119691
CA,107,391613.97300313704,428148.32818532817
CA,108,395932.5571006274,435947.8146718147
CA,109,398231.8515625,441889.63706563704
CA,110,399036.3464949324,455554.27413127414
CA,111,410380.46805622586,468477.3359073359
CA,112,428238.64825651544,477208.5907335907
CA,113,442393.1336269305,489945.5714285714
CA,114,454304.2134109556,497931.66795366793
CA,115,458622.6465371622,500884.5366795367
CA,116,460619.38139478763,500882.7837837838
CA,117,460135.5656370656,505460.12355212355
CA,118,461084.49046814675,506554.38996138994
CA,119,466556.8864623552,505986.66023166024
CA,120,469748.95988175675,511304.78764478763
CA,121,472122.8888453185,504934.9382239382
CA,122,475426.63413972006,512719.41312741314
CA,123,483300.6167652027,516533.77992277994
CA,124,487302.6540781853,527573.8146718147
CA,125,497325.9943291506,534204.8957528957
CA,126,503046.6598696911,538750.8185328186
CA,127,504315.3780164093,539216.2664092664
CA,128,504084.97224903473,540111.8957528957
CA,129,501860.10907335905,541653.5752895753
CA,130,500443.5362572394,539074.6100386101
CA,131,501310.11293436296,535989.5907335908
CA,132,499643.40232866793,533044.9189189189
CA,133,493917.4422659266,544043.2664092664
CA,134,498711.7351291023,555583.7760617761
CA,135,510883.41958252894,0.0
CA,136,524871.3495113417,0.0
CA,137,535264.0370415058,0.0
CA,138,541337.5193050193,0.0
