TX,1,172188.96494791665,0.0
IN,1,141912.82291666666,0.0
KY,1,141175.44401041666,0.0
WV,1,110253.125,0.0
OK,1,96267.01009114583,0.0
NE,1,154485.92083333334,0.0
IA,1,147382.85130931714,0.0
IA,2,156685.50860821758,0.0
OK,2,104451.53812794019,0.0
NE,2,157459.58333333334,0.0
KY,2,142455.9905849359,0.0
TX,2,181495.83591145833,0.0
WV,2,125643.75,0.0
IN,2,151466.82942708334,0.0
WV,3,130838.75,0.0
KY,3,151177.0193309295,0.0
IA,3,161503.3287037037,0.0
IN,3,159994.42057291666,0.0
TX,3,192637.372578125,0.0
OK,3,109629.4261592742,0.0
NE,3,159674.51666666666,0.0
TX,4,205317.5034375,0.0
IA,4,162708.47084780093,0.0
NE,4,162741.90677083333,0.0
KY,4,149470.6994190705,0.0
IN,4,166246.88541666666,0.0
OK,4,114874.85215053764,0.0
WV,4,131229.16666666666,0.0
TX,5,199362.2080859375,55284.96
NE,5,162105.59895833334,43922.5
KY,5,149867.45913461538,43019.6858974359
IA,5,166048.03645833334,43815.458333333336
WV,5,149230.01627604166,42066.583333333336
IN,5,160548.97135416666,49187.5
OK,5,118348.4520749328,33717.405913978495
WV,6,149178.044921875,174975.0
IA,6,156354.59714988427,173999.97685185185
TX,6,182818.92274739585,221271.93166666667
IN,6,159425.50260416666,194899.95833333334
OK,6,112053.57867103495,136964.94892473117
KY,6,150161.49689503206,164535.52564102566
NE,6,153174.42395833333,169205.8
IA,7,166149.9092158565,174690.7037037037
IN,7,159528.630859375,184457.91666666666
KY,7,167656.2212540064,165320.6923076923
WV,7,145844.58333333334,172308.33333333334
NE,7,182514.109375,166807.91666666666
OK,7,115796.78851646505,133525.7983870968
TX,7,184315.24818359374,212157.80166666667
WV,8,156158.33333333334,162536.41666666666
TX,8,182300.8899609375,210450.72166666668
KY,8,151010.83263221153,161901.0641025641
OK,8,116737.90570396505,132672.09677419355
IA,8,162412.73451967593,180034.125
IN,8,159966.60221354166,173785.83333333334
NE,8,183481.58359375,164425.11666666667
KY,9,153189.05423677884,158734.88461538462
IA,9,162279.98111979166,185376.03703703705
NE,9,199493.230859375,167578.18333333332
OK,9,119050.50237315189,134951.3817204301
IN,9,163889.072265625,166964.29166666666
TX,9,192003.60164713542,220177.76166666666
WV,9,159822.08333333334,150133.33333333334
KY,10,155586.75560897434,163174.1923076923
NE,10,173228.67578125,185315.48333333334
IA,10,174386.82696759258,197095.08333333334
OK,10,119603.51001764114,138605.9005376344
IN,10,156979.32486979166,167737.45833333334
TX,10,214606.65399739583,248495.09333333332
WV,10,155115.41666666666,154375.0
TX,11,226671.353046875,271002.695
IA,11,177988.63057002315,213913.32407407407
WV,11,159728.33333333334,156766.66666666666
KY,11,162326.45633012822,182884.4358974359
OK,11,126492.44489247311,145659.01612903227
IN,11,159622.40657552084,180148.875
NE,11,170482.11731770833,209469.76666666666
OK,12,125766.05523353495,50601.715053763444
TX,12,239194.2203125,98833.91333333333
IA,12,178621.67447916666,74094.6574074074
IN,12,164280.15494791666,59158.333333333336
NE,12,178038.5515625,75066.9
WV,12,168129.16666666666,53166.666666666664
KY,12,160496.66436298078,60849.743589743586
